"","X","user","review"
"2",1,"Leah","4.5 stars. Excellent read. Very much a product of its time and yet shockingly contemporary. Made me feel like the 1930s were closer to today's way of thinking than the post-war era. He was extremely open minded on many topics, from religion to work. Enjoyable hearing old time stories of FDR, Lincoln, Franklin and many more. Great ideas for getting along in the world with more joy and less trouble. My main criticisms are: 1) his treatment of gender and 2) his theory of change. On gender, the book is full of stories of sexual harassment in the workplace and mansplaining. That's agitating. Second, I don't think Dale Carnegie has any conception of the struggle to change society, particularly as a white privileged man. Society just worked for him. For blacks and other minorities, for women, for gay people, the world is full of bias and prejudice. How best to handle this? Often, I think Carnegie's approach is correct. You can catch more flies with honey. But other times, I think we should consider our theories of how change happens, and recognize that struggle, criticism and resistance are necessary. In short, very thought provoking and fun read. Especially the old-timey audiobook reader. Highly recommended! I'm surprised to say that! But it's a fun book, full of wisdom. And it's less about manipulation than kindness, understanding, listening and taking others' perspective into account. "
"3",2,"Burak","It's a good book that include useful tips for influence people. Also has lots of influential and memorable quotes in it and easy-to-read."
"4",3,"Trevor Kidd","My grandfather, the most affable person I've ever met, swore by Dale Carnegie's books. This is the first that I have read and I find it to be quite helpful. Sometimes I refer to parts of it to remind myself to apply them in my daily life. The title may sounds pretentious, or like something only a salesperson or politician would read, but it's really helpful just for how a person interacts with other people. I have had problems with social anxiety, and I find that thinking about some of Carnegie's methods helps me handle social situations by concentrating on being genuinely interested in what people have to say rather than how awkward I feel.Bottom Line: How to Win Friends and Influence People can help pretty much anyone interact with his or her peers more effectively."
"5",4,"Kiki Unhinged","I have this audio book and yes, you CAN have the jobs you want!"
"6",5,"Brendon Hertz","I read this after a friend said he had read it and said what was written was fairly self-explanatory. Yes, it is self-explanatory for some people, and yes, some of the book seems to be outdated, but overall, the principles conveyed and backed up with examples are good tenets for anyone to have a refresher on: be kind, and others will be kind to you. We all have our struggles. Let's remember that."
"11",10,"Ahmad Hafez","One of the early ""How-to's"" Good bookمن أقدم وألطف كتب المساعدة الذاتية "
"12",11,"Anuj Mag","Went through this book again (audio book). Honestly, didnt like it as much as i liked when i first read it. But it reinforced one fact- the basics of dealing with humans wont drastically change- no matter how much technology invades our lives."
"15",14,"Jonatan Billiau","No earth shattering new insights, but a good collection of tips. Everybody will definitely learn at least one thing from this book. The fast smooth narrative and unique anecdotes explain why this book has stood the test of time."
"18",17,"Mitchell Bouley","Dale Carnegie provides a practical guide to speak and to influence people by developing your speaking skills. Who does not want to develop? Who does not want to be influential? Neither do I. This is not only a personal development book, but will help you as well when you want to improve your abilities as a business person. I did like this book very well, and it will help me very well to develop myself in business life and personal life. I am glad that revisions were made to fit the current world, and I will probably read this book again in the upcoming few months!"
"19",18,"Cyrus Molavi","I finally read it. Probably one of the most influential business books. I can see why it lives on. It's packed with actual tips for how to be liked and listened to--and who doesn't want that? It's nice that each tip is brought to life with a few cases, but there's a whole lot of movie magic happening in these scenarios: the antagonist always says and reacts in exactly the right way to create an outcome. The value nevertheless is provided in the reveal of these techniques. The bonus comes that they're productive to society on the whole. The catch is that the way that they're applied is the only thing that matters; and genuinely, tactfully, effectively employing them is much easier said than done. Important read, though. "
"20",19,"Anand Kumar","Amazing book and provides insight on how to look from others perspective.This will stand as one of the best book for me and will refer it in between."
"21",20,"Thomas","In some ways, the material in this book is dated; however, the underlying message is timeless: It's the golden rule--treat others as you would want to be treated.You may want to be less verbose in how you execute the principles presented, but the advice is still sound."
"22",21,"Mooncalf","It's a better book than most self help books. This book is relatively bullshit free and suggests techniques that are less manipulative than other self help books. I wouldn't call it well researched and while there are historical and personal examples it does not reference proper studies. The book sets outs the points that it makes in a useful manner. The book is rather readable and relevant dispite having been written in 1936 and since it is a classic you will at least be getting some cultural knowledge out of reading it."
"23",22,"Watson Ndethi","A must-read. Highly Recommended.Become a master of tact and diplomacy.The purpose of education is not to know but to do, said a scholar. Now if you read this and do, you will win friends and influence people."
"24",23,"Rejni","I enjoyed this book thoroughly, and let me put it this way. I spend the past decade educating myself, completing a masters degree, working hard, reading, engaging in heavy discussions. When I started school and work, I remember thinking with my intellect, I want to bring about a change in the world. NOTHING WORKED!! I could have all the knowledge and the drive in this world to want to make a difference but without the fundamental knowledge on how to work with people, how to influence others and work effectively through arguments, I realized I will not succeed. This book and the contents therein, challenged my goals and my rationale. I plan to refocus my energy on capping and harnessing the energy of most invaluable asset of all- people. A book I would highly recommend! "
"25",24,"Erin Nudi","It's funny how this book was published in 1936, but human nature hasn't changed. This book was well written and well organized, although I think I would have gotten more out of it was more modern, with more recent examples of people who were great with people (other than Lincoln and Rockefeller). But, it was written when it was written."
"26",25,"Malaika","Good, common sense..."
"28",27,"Sugan","Nice read. I never thought a book wrote in 1930's will be of relevance now. But Dale Carnegie proved it.The only problem I found was, book has a lot of examples for each topic and most of the examples revolve around American history and american business men."
"30",29,"Dinesh V","A good business book. It's lessons are relevant even today. If you're a new manager learning the ropes this book should help. "
"31",30,"Bob Pearson","This is an easy book to discount. There is the slogan that the title has become. Many of the examples seem outdated at first, from the early 20th century, and the narrative sounds naive in today's highly skeptical social atmosphere. In addition, the lessons seem somewhat simple. I bought this book on a whim while I was browsing through a bookstore in the Hasidic neighborhood while vacationing in Brooklyn, curious about what the locals would be reading. So more just to see what happened than not, I decided to start trying to apply some of the advice Carnegie was offering up. I was amazed to see that these bits of advice actually did work. I realized that much of this I actually already knew but didn't want to apply because I thought those ideas were beneath me. So long after he wrote the book despite its outmoded style and examples, it's a great read and a great guide to dealing well with people. I'm glad I succumbed to the whim and now I'll use these lessons for all my life. "
"32",31,"Leanne","Classic - I keep retreading it"
"33",32,"Hydrogeen  Shahinoviç","كُتب لكل مدب !"
"34",33,"Mitch","Only con is the repetitiveness !"
