"","CITY","STABBR","ZIP","LONGITUDE","LATITUDE","INSTNM","TUITFTE","INEXPFTE","AVGFACSAL","faminc","COSTT4_A","COSTT4_P","TUITIONFEE_IN","TUITIONFEE_OUT","TUITIONFEE_PROG","NPT4_PUB","NPT4_PRIV","HIGHDEG","PREDDEG","sch_deg","CONTROL","RELAFFIL","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","ADM_RATE_ALL","ADM_RATE","SATMT75","ACTMT75","UGDS","female","married","pct_white","pct_black","pct_asian","pct_hispanic","pct_born_us","poverty_rate","DEBT_MDN","GRAD_DEBT_MDN","CDR3"
"2194","Meridian","MS","39307-5801",-88.7336,32.3681,"Meridian Community College",1184,5911,3731,25919.36,"11036","NULL","2410","3690","NULL","5617","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","3601","0.69999998807907",0.18999999761581,57.1399993896484,"39.9799995422363","0.38999998569488","1.3400000333786","98.6699981689453","18.7999992370605",4686.5,"7276.5",22.2
"1512","Hays","KS","67601-4099",-99.3405,38.8724,"Fort Hays State University",5138,5150,6488,55153.96,"15395","NULL","4358","12821","NULL","11268","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.8917","0.8917","NULL","25","11064","0.56999999284744",0.18999999761581,90.4100036621093,"2.82999992370605","1.05999994277954","7.26000022888183","94.870002746582","7.44000005722046",11606,"20075",7.4
"2961","Statesville","NC","28677-5293",-80.8941,35.7828,"Mitchell Community College",1056,5870,5187,21263.03,"14266","NULL","2391","8535","NULL","8984","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","2672","0.77999997138977",0.25,80.7399978637695,"14.7700004577636","1.25999999046325","3.86999988555908","95.4700012207031","7.13000011444091",NA,"PrivacySuppressed",0
"2492","Jersey City","NJ","07305",-74.0873,40.7099,"New Jersey City University",7917,9780,9101,41680.76,"19058","NULL","10653","19065","NULL","10966","NULL",4,3,"3",1,"NULL","0","0","0","0","0","1","0","0.4129","0.4129","520","NULL","6373","0.63999998569488",0.12999999523162,52.6399993896484,"21.4400005340576","8.5600004196167","29.25","65.0400009155273","12.7200002670288",13250.5,"18000",6.5
"5036","Lebanon","TN","37087",-86.3378,36.2161,"Genesis Career College-Lebanon",35,663,NA,17553.46,"NULL","11783","NULL","NULL","11455","NULL","8148",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","247","0.98000001907348",0.34000000357627,88.5899963378906,"4.61999988555908","0.55000001192092","8.56999969482422","92.8000030517578","8.03999996185302",6711,"9303.5",13.9
"3023","Cullowhee","NC","28723-9646",-83.1846,35.3089,"Western Carolina University",5283,7906,7493,64748.81,"17805","NULL","6265","15862","NULL","12380","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.3766","0.3766","570","25","8238","0.54000002145767",0.07000000029802,84.2399978637695,"10.5600004196167","1.17999994754791","3.50999999046325","95.0100021362304","7.75",15000,"21249",8.1
"6431","Baton Rouge","LA","70816",-91.0662,30.411,"Louisiana Culinary Institute",12518,6945,4657,NA,"25225","NULL","14575","14575","NULL","NULL","20144",2,2,"2",3,"NULL","0","0","0","0","0","0","0","0.7451","0.7451","NULL","NULL","195","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",12656.5,"16000",4.2
"1433","Davenport","IA","52807",-90.5601,41.5739,"Hamilton Technical College",6329,2775,5146,34925.75,"17577","NULL","11625","11625","NULL","NULL","13742",3,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","177","0.56000000238418",0.23999999463558,90.4300003051757,"4.61999988555908","1.01999998092651","4.92999982833862","96.6800003051758","7.65999984741211",9500,"9500",21.9
"6214","Harrisburg","PA","17101-2208",-76.8808,40.2613,"Harrisburg University of Science and Technology",17303,14445,8639,NA,"35931","NULL","23900","23900","NULL","NULL","22359",4,3,"3",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","278","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",9500,"29500",19.5
"3245","Nelsonville","OH","45764",-82.19,39.3833,"Tri-County Adult Career Center",4686,5546,NA,13041.42,"NULL","14644","NULL","NULL","6000","9486","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","129","0.95999997854232",0.41999998688697,96.0299987792969,"1.47000002861022","0.70999997854232","0.75999999046325","98.0899963378906","13.3900003433227",NA,"NULL",0
"425","Oakland","CA","94612-2801",-122.2697,37.8048,"Lincoln University",12732,3879,3325,67680.95,"20725","NULL","10105","10105","NULL","NULL","15577",4,2,"2",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","97","0.79000002145767",0.25999999046325,55.3899993896484,"12.1999998092651","16.8400001525878","18.3899993896484","73.9300003051757","8.02999973297119",NA,"PrivacySuppressed",16.1
"950","Tampa","FL","33620-9951",-82.4159,28.0566,"University of South Florida-Main Campus",5963,8322,8082,52366.99,"19299","NULL","6410","17324","NULL","10281","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.4499","0.4524","640","27","30376","0.61000001430511",0.10999999940395,80.6900024414062,"11.8199996948242","2.08999991416931","11.5100002288818","86.1399993896484","7.98000001907348",16954,"19735",7.4
"3554","Philadelphia","PA","19110",-75.1644,39.9507,"Metropolitan Career Center Computer Technology Institute",10030,6341,3228,14898.03,"33375","NULL","24194","24194","NULL","NULL","26809",2,2,"2",2,"NULL","0","0","0","0","0","0","0","0.8462","0.8462","NULL","NULL","96","0.46000000834465",0.14000000059604,27.3999996185302,"60.8699989318847","3.80999994277954","9.25","89.1699981689453","24.2000007629394",11993,"15000",20.3
"7320","Shorewood","IL","60404-8789",-88.2007,41.5406,"The Salon Professional Academy-Shorewood",5032,3028,NA,NA,"NULL","15656","NULL","NULL","18000","NULL","13543",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","162","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",9833,"12683",0
"2338","Browning","MT","59417-0819",-112.9455,48.5893,"Blackfeet Community College",767,4620,3638,13725.57,"15055","NULL","2510","2510","NULL","NULL","10692",2,2,"2",2,"NULL","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","448","0.54000002145767",0.20999999344348,11.0200004577636,"0.15000000596046","0.10999999940395","1.47000002861022","97.9000015258789","29.3500003814697",NA,"NULL",0
"5124","Albuquerque","NM","87110",-106.5894,35.0888,"Southwest University of Visual Arts-Albuquerque",12401,2726,4889,45547.82,"50053","NULL","34541","34541","NULL","NULL","47611",3,3,"3",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","224","0.69999998807907",0.18999999761581,76.1699981689453,"3.09999990463256","2.10999989509582","29.2199993133544","89.5999984741211","9.73999977111816",20000,"50437",19.7
"5467","Ponce","PR","00717-1568",-66.6143,18.0063,"Academia Serrant Inc",964,468,NA,8155.74,"NULL","9129","NULL","NULL","5448","NULL","5868",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","390","0.62000000476837",0.37000000476837,84.120002746582,"5.1100001335144","0.09000000357627","99.2099990844726","PrivacySuppressed","50.2999992370605",NA,"NULL",0
"6495","San Antonio","TX","78229",-98.558,29.5185,"International Academy of Design and Technology-San Antonio",14733,2686,4194,NA,"24391","NULL","15490","15490","NULL","NULL","19192",3,3,"3",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","356","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",15042,"29375",26.6
"1669","Ruston","LA","71272",-92.6496,32.5255,"Louisiana Tech University",5871,5668,7055,57506.42,"16983","NULL","7302","18441","NULL","9283","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.6744","0.6744","600","25","7047","0.51999998092651",0.10000000149011,68.2600021362304,"28.2600002288818","1","2.65000009536743","96.9700012207031","14.579999923706",13632.5,"20984.5",7.5
"5336","Cape Girardeau","MO","63703-4507",-89.5401,37.3116,"Southeast Missouri Hospital College of Nursing and Health Sciences",13377,9663,5028,50048.02,"NULL","NULL","13800","13800","NULL","NULL","NULL",2,2,"2",2,"NULL","0","0","0","0","0","0","0","1","1","NULL","3","222","0.87000000476837",0.40000000596046,92.9599990844726,"4.63999986648559","0.60000002384185","1.01999998092651","98.3099975585937","8.76000022888183",14000,"15250",11.4
"768","Waterbury","CT","06723",-73.0805,41.5353,"Post University",14224,3142,7340,59954.65,"40723","NULL","20925","20925","NULL","NULL","37460",4,3,"3",3,"NULL","0","0","0","0","0","0","0","0.8302","0.8302","490","NULL","6616","0.63999998569488",0.15000000596046,75.0500030517578,"14.3400001525878","2.42000007629394","11.3900003433227","83.6900024414062","8.14999961853027",8099,"25857",13.6
"3810","Chattanooga","TN","37406-1097",-85.2374,35.1002,"Chattanooga State Community College",3549,5875,5465,32833.36,"13039","NULL","3651","14091","NULL","8062","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","8224","0.64999997615814",0.23000000417232,79.0599975585937,"17.6700000762939","1.02999997138977","1.82000005245208","96.8399963378906","10.8199996948242",8251,"11815",24
"4590","Santa Barbara","CA","93101",-119.696,34.4229,"Antioch University-Santa Barbara",17322,8565,5915,42885.02,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,3,"3",2,"NULL","0","0","0","0","0","0","0","0.7857","NULL","NULL","NULL","144","0.70999997854232",0.2199999988079,76.8000030517578,"8.14999961853027","6.01000022888183","10.8000001907348","84.7300033569336","7.86999988555908",24156,"25329.5",4.4
"4906","Lebanon","MO","65536",-92.6774,37.6916,"Lebanon Technology and Career Center",12337,9088,NA,29210.14,"NULL","14649","NULL","NULL","10966","8797","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","26","0.83999997377395",0.56999999284744,96.4899978637695,"0.82999998331069","0.31000000238418","1.37000000476837","98.0100021362304","10.1599998474121",11000,"11750",NA
"2186","Scooba","MS","39358-0158",-88.4835,32.8302,"East Mississippi Community College",1891,3889,5927,24967.77,"9564","NULL","2600","4800","NULL","4520","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","4364","0.62999999523162",0.17000000178813,53.6899986267089,"44.1899986267089","0.73000001907348","1.12000000476837","98.1699981689453","19.0599994659423",7053,"10015",22.3
"1280","Chicago","IL","60606",-87.6248,41.8859,"Taylor Business Institute",7050,2628,3417,13019.12,"23100","NULL","13500","13500","NULL","NULL","16350",2,2,"2",3,"NULL","0","0","0","0","0","0","0","1","1","NULL","NULL","86","0.81999999284744",0.09000000357627,20.5200004577636,"67.5999984741211","1.8400000333786","14.869999885559","88.1500015258789","20.6399993896484",11333,"20436",11.9
"1450","Fort Dodge","IA","50501",-94.1639,42.5005,"La James International College-Ft Dodge",7763,2407,NA,39560.96,"NULL","18828","NULL","NULL","18660","NULL","14782",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","84","0.95999997854232",0.18999999761581,95.5800018310547,"1.5900000333786","0.63999998569488","2.72000002861022","97.5500030517578","6.15999984741211",11234,"13477.5",7.3
"6399","Indianapolis","IN","46227",-86.1239,39.6381,"Regency Beauty Institute-Greenwood",13614,8048,NA,NA,"NULL","23923","NULL","NULL","16200","NULL","20537",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","69","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",9500,"14144",14.9
"873","South Daytona","FL","32119",-80.9978,29.1622,"International Academy",13812,4314,NA,27664.61,"NULL","18933","NULL","NULL","15900","NULL","15411",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","257","0.91000002622604",0.18000000715255,82.870002746582,"12.7399997711181","1.13999998569488","4.98000001907348","91.4199981689453","9.52999973297119",7667,"9500",21.8
"552","Oakland","CA","94609",-122.2669,37.82,"Samuel Merritt University",27755,15070,10156,42039.61,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,3,"3",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","506","0.81999999284744",0.20999999344348,64.2099990844726,"7.30000019073486","15.329999923706","15.9200000762939","77.5400009155273","6.6100001335144",18750,"18750",1.3
"5712","Murray","UT","84123-5671",-111.9021,40.6596,"Stevens-Henager College-Murray",11719,2122,3299,31209.92,"30635","NULL","21600","21600","NULL","NULL","27751",4,2,"2",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","2382","0.61000001430511",0.40999999642372,88.5899963378906,"1","1.73000001907348","10.1599998474121","91.7799987792968","7.09000015258789",10500,"26336.5",27.1
"7342","El Paso","TX","79925-0000",-106.3549,31.761,"Regency Beauty Institute-El Paso",12061,7130,NA,NA,"NULL","23915","NULL","NULL","16200","NULL","20020",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","128","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",9500,"14144",14.9
"2931","Winston Salem","NC","27103-5197",-80.2722,36.0685,"Forsyth Technical Community College",1146,5454,4777,19628.7,"10733","NULL","1962","6546","NULL","6085","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","8642","0.75",0.2199999988079,68.9400024414062,"25.5499992370605","0.89999997615814","6.13999986648559","93.4499969482422","9.1899995803833",8250,"11984.5",0
"3087","Saint Martin","OH","45118-9705",-83.8872,39.2104,"Chatfield College",9272,2918,3681,28126.65,"16142","NULL","9070","9070","NULL","NULL","8497",2,2,"2",2,"30","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","325","0.81000000238418",0.2199999988079,78.5800018310547,"19.1499996185302","0.62000000476837","0.86000001430511","97.9800033569336","13.3199996948242",8488,"21911",21
"6842","Orlando","FL","32825",-81.2528,28.5516,"Polytechnic University of Puerto Rico-Orlando",9452,3314,5560,NA,"22784","NULL","10920","10920","NULL","NULL","18131",4,3,"3",2,"NULL","0","0","0","0","0","1","0","0.8889","NULL","NULL","NULL","82","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",11000,"16648",10.8
"2479","Union","NJ","07083",-74.2392,40.6848,"Empire Beauty School-Union",9691,7063,NA,26641.37,"NULL","19377","NULL","NULL","14400","NULL","15344",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","126","0.87000000476837",0.2199999988079,53.2099990844726,"30.3600006103515","3.86999988555908","23.8400001525878","68.0599975585937","11.6700000762939",6406,"9083",18.8
"21","Hanceville","AL","35077-2000",-86.7817,34.0734,"George C Wallace State Community College-Hanceville",2707,5289,5843,33184.58,"10822","NULL","4200","7530","NULL","6628","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","4904","0.66000002622604",0.31000000238418,90.5699996948242,"6.61999988555908","0.31999999284744","2.54999995231628","97.4899978637695","9.69999980926513",8250,"11330",21.3
"4678","Hayward","WI","54843",-91.3636,45.9419,"Lac Courte Oreilles Ojibwa Community College",3827,7769,4645,15982.68,"11049","NULL","4590","4590","NULL","6458","NULL",2,2,"2",1,"NULL","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","254","0.70999997854232",0.20999999344348,70.7399978637695,"0.18999999761581","0.23999999463558","1.26999998092651","97.8199996948242","11.2799997329711",NA,"NULL",0
"2251","Hannibal","MO","63401-1999",-91.3914,39.7308,"Hannibal-LaGrange University",8563,4224,5168,54659.47,"27560","NULL","18770","18770","NULL","NULL","14894",4,3,"3",2,"75","0","0","0","0","0","0","0","0.6814","0.6814","520","24","921","0.68999999761581",0.27000001072883,92.9100036621093,"4.5","0.47999998927116","1.52999997138977","98.0899963378906","9.17000007629394",13750,"19875",8
"7099","Grand Rapids","MI","49503",-85.6823,42.976,"Compass College of Cinematic Arts",10058,2038,4140,NA,"29928","NULL","13915","13915","NULL","NULL","27133",2,2,"2",2,"NULL","0","0","0","0","0","0","0","0.9815","0.9815","NULL","NULL","80","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",10697,"10928",0
"440","Pittsburg","CA","94565",-121.8611,38.0056,"Los Medanos College",630,4975,6823,17501.93,"14140","NULL","1298","7038","NULL","8387","NULL",2,2,"2",1,"NULL","0","0","0","0","0","1","0","NULL","NULL","NULL","NULL","7502","0.68999999761581",0.15000000596046,59.0400009155273,"11.4899997711181","8.81999969482422","26.5900001525878","79.6299972534179","7.69999980926513",4499,"PrivacySuppressed",17.3
"3307","Oklahoma City","OK","73107-6195",-97.5833,35.4753,"Oklahoma State University-Oklahoma City",2406,4490,5513,32310.92,"9634","NULL","2661","7224","NULL","4575","NULL",3,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","6529","0.66000002622604",0.28000000119209,74.8499984741211,"12.1599998474121","2.75","6.42999982833862","93.3300018310547","10.3999996185302",8250,"15816",17.9
"3167","Cincinnati","OH","45213",-84.5127,39.1024,"Moler Hollywood Beauty Academy",8942,6919,NA,9112.16,"NULL","11808","NULL","NULL","14450","NULL","7343",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","80","0.94999998807907",0.11999999731779,46.8300018310546,"48.9799995422363","1.38999998569488","1.57000005245208","95.7399978637695","23.0300006866455",8687.5,"11500",17.6
"4797","Santa Fe","NM","87505",-105.95,35.6618,"Southwest Acupuncture College-Santa Fe",5573,1266,NA,18435.75,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,4,"3",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","0.54000002145767",0.12999999523162,84.4199981689453,"1.73000001907348","1.92999994754791","20.0300006866455","92.120002746582","6.55000019073486",NA,"PrivacySuppressed",6.6
"4630","Manchester","KY","40962-8700",-83.7711,37.1393,"Southeast School of Cosmetology",999,2795,NA,13639.1,"NULL","10884","NULL","NULL","11290","NULL","5323",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","6","0.98000001907348",0.40000000596046,97.0500030517578,"1.57000005245208","0.23999999463558","0.80000001192092","99.1399993896484","24.6000003814697",NA,"PrivacySuppressed",0
"2959","Fayetteville","NC","28311-1420",-78.875,35.1379,"Methodist University",13883,7620,6726,63251.18,"45011","NULL","27830","27830","NULL","NULL","24462",4,3,"3",2,"71","0","0","0","0","0","0","0","0.6122","0.6122","540","25","2172","0.47999998927116",0.2199999988079,68.3499984741211,"23.7000007629394","1.80999994277954","6.13000011444091","91.4599990844726","8.60999965667724",11200,"PrivacySuppressed",11.2
"6891","Elk Grove","CA","95624",-121.4558,38.5072,"InterCoast Colleges-Elk Grove",20635,2906,NA,NA,"NULL","27225","NULL","NULL","19395","NULL","24585",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","28","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",11086,"12125",16.8
"3422","Philadelphia","PA","19103-5198",-75.1677,39.9511,"The Art Institute of Philadelphia",17369,4559,9034,61648.02,"31690","NULL","17920","17920","NULL","NULL","26995",3,3,"3",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","2494","0.57999998331069",0.03999999910593,67.2399978637695,"23.8899993896484","3.5","6.6100001335144","89.6299972534179","9.80000019073486",14668,"31000",16.6
